,beta,score,forwardPE,currentRatio,profitMargin,debtToEquity,returnOnEquity,longBusinessSummary
500325,-1.0,-1,-1,-1,-1,-1,-1,-1
PETR3,-1.0,-1,-1,-1,-1,-1,-1,-1
PTR,0.818399,-1,2,0,0,2,0,"PetroChina Company Limited, together with its subsidiaries, engages in a range of petroleum related products, services, and activities in Mainland China and internationally. It operates through Exploration and Production, Refining and Chemicals, Marketing, and Natural Gas and Pipeline segments. The Exploration and Production segment engages in the exploration, development, production, and marketing of crude oil and natural gas. The Refining and Chemicals segment refines crude oil and petroleum products; and produces and markets primary petrochemical products, derivative petrochemical products, and other chemical products. The Marketing segment is involved in marketing of refined products and trading business. The Natural Gas and Pipeline segment engages in the transmission of natural gas, crude oil, and refined products; and sale of natural gas. As of December 31, 2021, the company had a total length of 26,076 km, including 17,329 km of natural gas pipelines, 7,340 km of crude oil pipelines, and 1,407 km of refined product pipelines. The company is also involved in the exploration, development, and production of oil sands and coalbed methane; trading of crude oil and petrochemical products; storage, chemical engineering, storage facilities, service station, and transportation facilities and related businesses; and production and sales of basic and derivative chemical, and other chemical products. The company was founded in 1999 and is headquartered in Beijing, the People's Republic of China. PetroChina Company Limited is a subsidiary of China National Petroleum Corporation."
OKE,1.712217,-1,2,0,0,0,2,"ONEOK, Inc., together with its subsidiaries, engages in gathering, processing, storage, and transportation of natural gas in the United States. It operates through Natural Gas Gathering and Processing, Natural Gas Liquids, and Natural Gas Pipelines segments. The company owns natural gas gathering pipelines and processing plants in the Mid-Continent and Rocky Mountain regions. It also gathers, treats, fractionates, and transports natural gas liquids (NGL), as well as stores, markets, and distributes NGL products. The company owns NGL gathering and distribution pipelines in Oklahoma, Kansas, Texas, New Mexico, Montana, North Dakota, Wyoming, and Colorado; terminal and storage facilities in Kansas, Missouri, Nebraska, Iowa, and Illinois; and NGL distribution and refined petroleum products pipelines in Kansas, Missouri, Nebraska, Iowa, Illinois, and Indiana, as well as owns and operates truck- and rail-loading, and -unloading facilities connected to NGL fractionation, storage, and pipeline assets. In addition, it operates regulated interstate and intrastate natural gas transmission pipelines and natural gas storage facilities. Further, the company owns and operates a parking garage in downtown Tulsa, Oklahoma; and leases excess office space. It operates 17,500 miles of natural gas gathering pipelines; 1,500 miles of FERC-regulated interstate natural gas pipelines; 5,100 miles of state-regulated intrastate transmission pipeline; six NGL storage facilities; and eight NGL product terminals. It serves integrated and independent exploration and production companies; NGL and natural gas gathering and processing companies; crude oil and natural gas production companies; propane distributors; municipalities; ethanol producers; and petrochemical, refining, and NGL marketing companies, as well as natural gas distribution and electric generation companies, producers, processors, and marketing companies. The company was founded in 1906 and is headquartered in Tulsa, Oklahoma."
500312,-1.0,-1,-1,-1,-1,-1,-1,-1
LAM,-1.0,-1,-1,-1,-1,-1,-1,-1
NGS,1.642401,-1,0,2,0,2,0,"Natural Gas Services Group, Inc. provides natural gas compression services and equipment to the energy industry in the United States. It fabricates, manufactures, rents, and sells natural gas compressors and related equipment. The company primarily engages in the rental of compression units that provide small, medium, and large horsepower applications for unconventional oil and natural gas production. As of December 31, 2021, the company had 2,023 natural gas compression units in its rental fleet with 418,041 horsepower. The company also engages in the design, fabrication, and assembly of compressor components into compressor units for rental or sale; engineers and fabricates natural gas compressors; and designs and manufactures a line of reciprocating compressor frames, cylinders, and parts. In addition, it is involved in the design, fabrication, sale, installation, and service of flare stacks and related ignition and control devices for the onshore and offshore incineration of gas compounds, such as hydrogen sulfide, carbon dioxide, natural gas, and liquefied petroleum gases. Further, the company offers customer support services for its compressor and flare sales business; and exchange and rebuild program for small horsepower screw compressors. Its primary customers are exploration and production(E&P) companies that utilize compressor units for artificial lift applications; E&P companies that focuses on natural gas-weighted production; and midstream companies. Natural Gas Services Group, Inc. was incorporated in 1998 and is headquartered in Midland, Texas."
BP,0.728797,-1,2,1,0,2,0,"BP p.l.c. engages in the energy business worldwide. It operates through Gas & Low Carbon Energy, Oil Production & Operations, Customers & Products, and Rosneft segments. It produces and trades in natural gas; offers biofuels; operates onshore and offshore wind power, and solar power generating facilities; and provides de-carbonization solutions and services, such as hydrogen and carbon capture and storage. The company is also involved in the convenience and mobility business, which manages the sale of fuels to retail customers, convenience products, aviation fuels, and Castrol lubricants; and refining and trading of oil products, as well as operation of electric vehicle charging facilities. In addition, it produces and refines oil and gas; and invests in upstream, downstream, and alternative energy companies, as well as in advanced mobility, bio and low carbon products, carbon management, digital transformation, and power and storage areas. The company was founded in 1908 and is headquartered in London, the United Kingdom."
KMI,0.939974,-1,2,0,1,1,0,"Kinder Morgan, Inc. operates as an energy infrastructure company in North America. The company operates through four segments: Natural Gas Pipelines, Products Pipelines, Terminals, and CO2. The Natural Gas Pipelines segment owns and operates interstate and intrastate natural gas pipeline, and underground storage systems; natural gas gathering systems and natural gas processing and treating facilities; natural gas liquids fractionation facilities and transportation systems; and liquefied natural gas liquefaction and storage facilities. The Products Pipelines segment owns and operates refined petroleum products, and crude oil and condensate pipelines; and associated product terminals and petroleum pipeline transmix facilities. The Terminals segment owns and/or operates liquids and bulk terminals that stores and handles various commodities, including gasoline, diesel fuel, chemicals, ethanol, metals, and petroleum coke; and owns tankers. The CO2 segment produces, transports, and markets CO2 to recovery and production crude oil from mature oil fields; owns interests in/or operates oil fields and gasoline processing plants; and operates a crude oil pipeline system in West Texas, as well as owns and operates RNG and LNG facilities. It owns and operates approximately 83,000 miles of pipelines and 143 terminals. The company was formerly known as Kinder Morgan Holdco LLC and changed its name to Kinder Morgan, Inc. in February 2011. Kinder Morgan, Inc. was founded in 1936 and is headquartered in Houston, Texas."
HES,1.673478,-1,0,1,1,1,2,"Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas. The company operates in two segments, Exploration and Production, and Midstream. It conducts production operations primarily in the United States, Guyana, the Malaysia/Thailand Joint Development Area, and Malaysia; and exploration activities principally offshore Guyana, the U.S. Gulf of Mexico, and offshore Suriname and Canada. The company is also involved in gathering, compressing, and processing natural gas; fractionating NGLs; gathering, terminaling, loading, and transporting crude oil and NGL through rail car; and storing and terminaling propane, as well as providing water handling services primarily in the Bakken Shale plays in the Williston Basin area of North Dakota. As of December 31, 2021, it had total proved reserves of 1,309 million barrels of oil equivalent. The company was incorporated in 1920 and is headquartered in New York, New York."
ET,1.894848,-1,2,1,0,1,0,"Energy Transfer LP provides energy-related services. The company owns and operates approximately 11,600 miles of natural gas transportation pipeline, and three natural gas storage facilities in Texas and two natural gas storage facilities located in the state of Texas and Oklahoma; and 19,830 miles of interstate natural gas pipeline. It also sells natural gas to electric utilities, independent power plants, local distribution and other marketing companies, and industrial end-users. The company owns and operates natural gas gathering and natural gas liquid (NGL) pipeline, processing plant, and treating and conditioning facilities in Texas, New Mexico, West Virginia, Pennsylvania, Ohio, Oklahoma, Arkansas, Kansas, and Louisiana; natural gas gathering, oil pipeline, and oil stabilization facilities in South Texas; and a natural gas gathering system in Ohio, as well as transport and supplies water to natural gas producer in Pennsylvania. It owns approximately 5,215 miles of NGL pipeline; NGL and propane fractionation facilities; NGL storage facilities with working storage capacity of approximately 50 million barrels (MMBbls); and other NGL storage assets and terminal with an aggregate storage capacity of approximately 17 MMBbls. The company provides crude oil transportation, terminalling, acquisition, and marketing activities; and sells and distributes gasoline, middle distillate, and motor fuels and other petroleum product. It offers natural gas compression service; carbon dioxide and hydrogen sulfide removal, natural gas cooling, dehydration, and British thermal unit management service; and manages coal and natural resources properties, as well as sells standing timber, leases coal-related infrastructure facilities, collects oil and gas royalty, and generate electrical power. The company was formerly known as Energy Transfer Equity, L.P. and changed its name to Energy Transfer LP in October 2018. The company was founded in 1996 and is headquartered in Dallas, Texas."
ENB,0.894203,-1,2,0,0,1,0,"Enbridge Inc. operates as an energy infrastructure company. The company operates through five segments: Liquids Pipelines, Gas Transmission and Midstream, Gas Distribution and Storage, Renewable Power Generation, and Energy Services. The Liquids Pipelines segment operates pipelines and related terminals to transport various grades of crude oil and other liquid hydrocarbons in Canada and the United States. The Gas Transmission and Midstream segment invests in natural gas pipelines, and gathering and processing facilities in Canada and the United States. The Gas Distribution and Storage segment is involved in natural gas utility operations serving residential, commercial, and industrial customers in Ontario, as well as natural gas distribution and energy transportation activities in Quebec. The Renewable Power Generation segment operates power generating assets, such as wind, solar, geothermal, and waste heat recovery facilities; and transmission assets in North America and Europe. The Energy Services segment provides energy marketing services to refiners, producers, and other customers; and physical commodity marketing and logistical services in Canada and the United States. The company was formerly known as IPL Energy Inc. and changed its name to Enbridge Inc. in October 1998. Enbridge Inc. was founded in 1949 and is headquartered in Calgary, Canada."
CSAN3,-1.0,-1,-1,-1,-1,-1,-1,-1
CLR,2.637718,-1,0,0,2,2,2,"Continental Resources, Inc. explores for, develops, produces, and manages crude oil, natural gas, and related products primarily in the north, south, and east regions of the United States. The company sells its crude oil and natural gas production to energy marketing companies, crude oil refining companies, and natural gas gathering and processing companies. As of December 31, 2021, its proved reserves were 1,645 million barrels of crude oil equivalent (MMBoe) with proved developed reserves of 908 MMBoe. The company was founded in 1967 and is headquartered in Oklahoma City, Oklahoma."
533278,-1.0,-1,-1,-1,-1,-1,-1,-1
SNP,0.910397,-1,2,0,0,2,0,"China Petroleum & Chemical Corporation, an energy and chemical company, engages in the oil and gas and chemical operations in Mainland China, Singapore, and internationally. It operates through five segments: Exploration and Production, Refining, Marketing and Distribution, Chemicals, and Corporate and Others. The company explores and develops oil fields; produces crude oil and natural gas; processes and purifies crude oil; and manufactures and sells petroleum products. It also owns and operates oil depots and service stations; and distributes and sells refined petroleum products, including gasoline and diesel through wholesale and retail sales networks. In addition, the company manufactures and sells petrochemical and derivative petrochemical products; and other chemical products, such as basic organic chemicals, synthetic resins, synthetic fiber monomers and polymers, synthetic fibers, synthetic rubber, and chemical fertilizers. Further, it is involved in the exploration, production, and sale of petroleum and natural gas; production, storage, and sale of petrochemical and coal chemical products; import and export of petroleum products, natural gas, petrochemical, and chemical products; production and sale of catalyst products, lubricant base oil, polyester chips and fibers, plastics, and intermediate petrochemical products; research, development, production, and sale of ethylene and downstream byproducts; provision of geophysical exploration, drilling, survey, logging, downhole operational services, and construction services, as well as crude oil jetty services and natural gas pipeline transmission services; manufacturing production equipment; and coal chemical industry investment management activities. The company was incorporated in 2000 and is headquartered in Beijing, China. China Petroleum & Chemical Corporation is a subsidiary of China Petrochemical Corporation."
CNQ,2.105796,-1,0,0,2,2,2,"Canadian Natural Resources Limited acquires, explores for, develops, produces, markets, and sells crude oil, natural gas, and natural gas liquids (NGLs). The company offers synthetic crude oil (SCO), light and medium crude oil, bitumen (thermal oil), primary heavy crude oil, and Pelican Lake heavy crude oil. Its midstream and refining assets include two crude oil pipeline systems; and a 50% working interest in an 84-megawatt cogeneration plant at Primrose. As of December 31, 2020, the company had total proved crude oil, bitumen, and NGLs reserves were 10,528 million barrels (MMbbl); total proved plus probable crude oil, bitumen, and NGLs reserves were 13,271 MMbbl; proved SCO reserves were 6,998 MMbbl; total proved plus probable SCO reserves were 7,535 MMbbl; proved natural gas reserves were 12,168 billion cubic feet (Bcf); and total proved plus probable natural gas reserves were 20,249 Bcf. It operates primarily in Western Canada; the United Kingdom portion of the North Sea; and Offshore Africa. The company was formerly known as AEX Minerals Corporation and changed its name to Canadian Natural Resources Limited in December 1975. Canadian Natural Resources Limited was incorporated in 1973 and is headquartered in Calgary, Canada."
CCJ,0.874507,-1,0,2,0,2,0,"Cameco Corporation produces and sells uranium. It operates through two segments, Uranium and Fuel Services. The Uranium segment is involved in the exploration for, mining, and milling, as well as purchase and sale of uranium concentrate. The Fuel Services segment engages in the refining, conversion, and fabrication of uranium concentrate, as well as the purchase and sale of conversion services. This segment also produces fuel bundles or reactor components for CANDU reactors. The company sells its uranium and fuel services to nuclear utilities in the Americas, Europe, and Asia. Cameco Corporation was incorporated in 1987 and is headquartered in Saskatoon, Canada."
UGPA3,-1.0,-1,-1,-1,-1,-1,-1,-1
