,beta,score,forwardPE,currentRatio,profitMargin,debtToEquity,returnOnEquity,longBusinessSummary
RAD,0.899106,-1,0,1,0,-1,0,"Rite Aid Corporation, through its subsidiaries, operates a chain of retail drugstores in the United States. The company operates through two segments, Retail Pharmacy and Pharmacy Services. The Retail Pharmacy segment sells prescription drugs and provides various other pharmacy services and an assortment of products comprising over-the-counter medications, health and beauty aids, personal care products, seasonal merchandise, cosmetics, household items, food and beverages, greeting cards, seasonal and general merchandise, pet care, and a variety of other everyday and convenience products, as well as brand and generic prescription drugs; and a private brand product line. It also operates retail pharmacies and clinics; and offers healthcare services, including administering immunizations for COVID-19, the flu, shingles, and others; assists its customers with high blood pressure, cholesterol, and diabetes; provides guidance on combating obesity and tobacco addiction; and educates customers on managing medications and potential side effects. In addition, this segment offers healthcare coaching and disease management services to health plans and employers. The Pharmacy Services segment provides integrated suite of pharmacy benefit management (PBM) offerings, including technology solutions, mail delivery services, specialty pharmacy, network and rebate administration, claims adjudication, and pharmacy discount programs, as well as drug benefits under the federal government's Medicare Part D program and insurance offerings for individuals and groups. This segment serves health plans, commercial employers, labor groups, and state and local governments. As of February 26, 2022, the company operated 2,450 retail pharmacy locations in 17 states. Rite Aid Corporation was founded in 1962 and is headquartered in Philadelphia, Pennsylvania."
SBRY,-1.0,-1,-1,-1,-1,-1,-1,-1
SYY,1.065559,-1,1,1,0,0,2,"Sysco Corporation, through its subsidiaries, engages in the marketing and distribution of various food and related products primarily to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through U.S. Foodservice Operations, International Foodservice Operations, SYGMA, and Other segments. The company distributes frozen foods, such as meats, seafood, fully prepared entrées, fruits, vegetables, and desserts; canned and dry foods; fresh meats and seafood; dairy products; beverage products; imported specialties; and fresh produce. It also supplies various non-food items, including paper products comprising disposable napkins, plates, and cups; tableware consisting of China and silverware; cookware, which include pots, pans, and utensils; restaurant and kitchen equipment and supplies; and cleaning supplies. The company serves restaurants, hospitals and nursing homes, schools and colleges, hotels and motels, industrial caterers, and other foodservice venues. As of August 27, 2021, it operated 343 distribution facilities. Sysco Corporation was incorporated in 1969 and is headquartered in Houston, Texas."
EL,0.986802,-1,0,1,1,1,2,"The Estée Lauder Companies Inc. manufactures, markets, and sells skin care, makeup, fragrance, and hair care products worldwide. The company offers a range of skin care products, including moisturizers, serums, cleansers, toners, body care, exfoliators, acne care and oil correctors, facial masks, cleansing devices, and sun care products; and makeup products, such as lipsticks, lip glosses, mascaras, foundations, eyeshadows, nail polishes, and powders, as well as compacts, brushes, and other makeup tools. It also provides fragrance products in various forms comprising eau de parfum sprays and colognes, as well as lotions, powders, creams, candles, and soaps; and hair care products that include shampoos, conditioners, styling products, treatment, finishing sprays, and hair color products, as well as sells ancillary products and services. The company offers its products under Estée Lauder, Aramis, Clinique, Lab Series, Origins, M·A·C, Bobbi Brown, La Mer, Aveda, Jo Malone London, Bumble and bumble, Darphin, Smashbox, Le Labo, Editions de Parfums Frédéric Malle, GLAMGLOW, By Kilian, BECCA, Too Faced, Dr. Jart+, DECIEM, and The Ordinary brands. It also holds license arrangements for Tommy Hilfiger, Donna Karan New York, DKNY, Michael Kors, and Ermenegildo Zegna brands. The company sells its products through department stores, specialty-multi retailers, upscale perfumeries and pharmacies, and salons and spas; freestanding stores; its own and authorized retailer websites; third-party online malls; stores in airports; and in-flight and duty-free shops. The company was founded in 1946 and is headquartered in New York, New York."
THS,0.399744,-1,2,1,0,1,0,"TreeHouse Foods, Inc. manufactures and distributes private label foods and beverages in the United States and internationally. It operates through two segments, Meal Preparation, and Snacking & Beverages. The Meal Preparation segment provides aseptic cheese and pudding products; baking and mix powders; hot cereals; jams, preserves, and jellies; liquid and powdered non-dairy creamers; macaroni and cheese; mayonnaise; Mexican, barbeque, and other sauces; pastas; pickles and related products; powdered soups and gravies; refrigerated and shelf stable dressings and sauces; refrigerated dough; single serve hot beverages; skillet dinners; and table and flavored syrups. The Snacking & Beverages segment offers bars, broths, candies, cookies, crackers, in-store bakery products, pita chips, powdered drinks, pretzels, ready-to-drink coffee, retail griddle waffles, pancakes, French toasts, specialty teas, and sweeteners. The company sells its products through various distribution channels, including retailers, foodservice distributors, and co-manufacturers, as well as industrial and export, which includes food manufacturers and repackagers of foodservice products. TreeHouse Foods, Inc. was founded in 1862 and is based in Oak Brook, Illinois."
TR,-0.032779,-1,0,2,0,2,0,"Tootsie Roll Industries, Inc., together with its subsidiaries, engages in manufacture and sale of confectionery products in the United States, Canada, Mexico, and internationally. It sells its products under the Tootsie Roll, Tootsie Pops, Child's Play, Caramel Apple Pops, Charms, Blow-Pop, Charms Mini Pops, Cella's, Dots, Junior Mints, Charleston Chew, Sugar Daddy, Sugar Babies, Andes, Fluffy Stuff, Dubble Bubble, Razzles, Cry Baby, NIK-L-NIP, and Tutsi Pop trademarks. The company sells its products directly to wholesale distributors of candy, food and groceries, supermarkets, variety stores, dollar stores, chain grocers, drug chains, discount chains, cooperative grocery associations, mass merchandisers, warehouse and membership club stores, vending machine operators, e-commerce merchants, the United States military, and fund-raising charitable organizations, as well as through food and grocery brokers. Tootsie Roll Industries, Inc. was founded in 1896 and is based in Chicago, Illinois."
500790,-1.0,-1,-1,-1,-1,-1,-1,-1
ULVR,-1.0,-1,-1,-1,-1,-1,-1,-1
UL,0.10781,-1,2,0,0,1,2,"Unilever PLC operates as a fast-moving consumer goods company. It operates through Beauty & Personal Care, Foods & Refreshment, and Home Care segments. The Beauty & Personal Care segment provides skin care and hair care products, deodorants, and skin cleansing products. The Foods & Refreshment segment offers ice cream, soups, bouillons, seasonings, mayonnaise, ketchups, and tea categories. The Home Care segment provides fabric solutions and various cleaning products. The company offers its products under the Domestos, OMO, Seventh Generation, Ben & Jerry's, Knorr, Magnum, Wall's, Bango, the Vegetarian Butcher, Axe, Cif, Comfort, Dove, Lifebuoy, Lux, Rexona, Sunsilk, Equilibra, OLLY, Liquid I.V., SmartyPants, Onnit, Hellmann's, and Vaseline brands. Unilever PLC was incorporated in 1894 and is headquartered in London, the United Kingdom."
UNFI,0.932311,-1,2,1,0,0,1,"United Natural Foods, Inc., together with its subsidiaries, distributes natural, organic, specialty, produce, and conventional grocery and non-food products in the United States and Canada. It operates in two segments, Wholesale and Retail. The company offers grocery and general merchandise, produce, perishables and frozen foods, nutritional supplements and sports nutrition, bulk and foodservice products, and personal care items. It also provides Woodstock brand imports, roasts, packages, and distributes nuts, dried fruits, seeds, trail mixes, granola, natural and organic snack items, and confections. In addition, the company is involved in importing, roasting, packaging, and distributing nuts, dried fruits, seeds, trail mixes, granola, natural and organic snack items, and confections. Further, it offers Blue Marble Brands products through wholesale segment, third-party distributors, and directly to retailers; and Field Day brand products primarily to customers through its independent channel. Additionally, the company provides general merchandise, home, health and beauty care, and pharmacy products, as well as private label products through a network of 74 Cub Foods and Shoppers retail grocery stores; professional services, such as retail store support, advertising, couponing, e-commerce, consumer convenience services, store design, equipment sourcing, electronic payments processing, network and data hosting solutions, and administrative back-office solutions; and marketing services comprising consumer and trade marketing programs, as well as programs to support suppliers in understanding its markets. The company serves chains, independent retailers, and supernatural chains, as well as foodservice, e-commerce, conventional military business, and other sales customers. United Natural Foods, Inc. was founded in 1976 and is headquartered in Providence, Rhode Island."
WBA,0.590464,-1,2,0,0,1,1,"Walgreens Boots Alliance, Inc. operates as a pharmacy-led health and beauty retail company. It operates through two segments, the United States and International. The United States segment sells prescription drugs and an assortment of retail products, including health, wellness, beauty, personal care, consumable, and general merchandise products through its retail drugstores. It also provides central specialty pharmacy services and mail services. As of August 31, 2021, this segment operated 8,965 retail stores under the Walgreens and Duane Reade brands in the United States; and five specialty pharmacies. The International segment sells prescription drugs; and health and wellness, beauty, personal care, and other consumer products through its pharmacy-led health and beauty retail stores and optical practices, as well as through boots.com and an integrated mobile application. It also engages in pharmaceutical wholesaling and distribution business in Germany. As of August 31, 2021, this segment operated 4,031 retail stores under the Boots, Benavides, and Ahumada in the United Kingdom, Thailand, Norway, the Republic of Ireland, the Netherlands, Mexico, and Chile; and 548 optical practices, including 160 on a franchise basis. Walgreens Boots Alliance, Inc. was founded in 1901 and is based in Deerfield, Illinois."
WMT,0.522349,-1,1,0,0,2,1,"Walmart Inc. engages in the operation of retail, wholesale, and other units worldwide. The company operates through three segments: Walmart U.S., Walmart International, and Sam's Club. It operates supercenters, supermarkets, hypermarkets, warehouse clubs, cash and carry stores, and discount stores; membership-only warehouse clubs; ecommerce websites, such as walmart.com, walmart.com.mx, walmart.ca, flipkart.com, and samsclub.com; and mobile commerce applications. The company offers grocery and consumables, which includes dairy, meat, bakery, deli, produce, dry, chilled or frozen packaged foods, alcoholic and nonalcoholic beverages, floral, snack foods, candy, other grocery items, health and beauty aids, paper goods, laundry and home care, baby care, pet supplies, and other consumable items; and health and wellness products covering pharmacy, over-the-counter drugs and other medical products, and optical and hearing services. It also provides gasoline stations and tobacco; home improvement, outdoor living, gardening, furniture, apparel, jewelry, tools and power equipment, housewares, toys, seasonal items, mattresses, and tire and battery centers; and consumer electronics and accessories, software, video games, office supplies, appliances, and third-party gift cards. In addition, the company offers fuel and financial services and related products, including money orders, prepaid cards, money transfers, and check cashing and bill payment, as well as various types of installment lending. It operates approximately 10,500 stores and various e-commerce websites under 46 banners in 24 countries. The company was formerly known as Wal-Mart Stores, Inc. and changed its name to Walmart Inc. in February 2018. The company was founded in 1945 and is based in Bentonville, Arkansas."
WDFC,-0.177522,-1,0,2,1,2,2,"WD-40 Company develops and sells maintenance products, and homecare and cleaning products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company provides multi-purpose maintenance products that include aerosol sprays, non-aerosol trigger sprays, and in liquid-bulk form products under the WD-40 Multi-Use brand name; and specialty maintenance products, such as penetrants, degreasers, corrosion inhibitors, greases, lubricants, and rust removers under the WD-40 Specialist brand, as well as various products under the WD-40 Bike brand name. It also offers multi-purpose and specialty drip oils, and spray lubricant products, as well as other specialty maintenance products under the 3-IN-ONE brand name; and professional spray maintenance products and lubricants for the bike market under the GT85 brand name. In addition, the company provides automatic toilet bowl cleaners under the 2000 Flushes brand name; aerosol and liquid trigger carpet stain and odor eliminators under the Spot Shot brand; room and rug deodorizers under the Carpet Fresh brand name; carpet and household cleaners, and rug and room deodorizers under the 1001 brand; heavy-duty hand cleaner products under the Lava brand name in the United States, as well as under the Solvol brand name in Australia; and automatic toilet bowl cleaners under the X-14 brand name. It sells its products primarily through warehouse club stores, hardware stores, automotive parts outlets, industrial distributors and suppliers, mass retail and home center stores, value retailers, grocery stores, online retailers, farm supply, sport retailers, and independent bike dealers. The company was founded in 1953 and is headquartered in San Diego, California."
000858,-1.0,-1,-1,-1,-1,-1,-1,-1
PEP,0.565346,-1,0,0,0,0,2,"PepsiCo, Inc. manufactures, markets, distributes, and sells various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York."
ATD.B,-1.0,-1,-1,-1,-1,-1,-1,-1
NTCO3,-1.0,-1,-1,-1,-1,-1,-1,-1
500696,-1.0,-1,-1,-1,-1,-1,-1,-1
CRFB3,-1.0,-1,-1,-1,-1,-1,-1,-1
BRFS3,-1.0,-1,-1,-1,-1,-1,-1,-1
CPB,0.361004,-1,2,0,0,1,2,"Campbell Soup Company, together with its subsidiaries, manufactures and markets food and beverage products the United States and internationally. The company operates through Meals & Beverages and Snacks segments. The Meals & Beverages segment engages in the retail and foodservice businesses in the United States and Canada. This segment provides Campbell's condensed and ready-to-serve soups; Swanson broth and stocks; Pacific Foods broth, soups, and non-dairy beverages; Prego pasta sauces; Pace Mexican sauces; Campbell's gravies, pasta, beans, and dinner sauces; Swanson canned poultry; Plum baby food and snacks; V8 juices and beverages; and Campbell's tomato juice. The Snacks segment retails Pepperidge Farm cookies, crackers, fresh bakery, and frozen products; Milano cookies and Goldfish crackers; and Snyder's of Hanover pretzels, Lance sandwich crackers, Cape Cod and Kettle Brand potato chips, Late July snacks, Snack Factory Pretzel Crisps, Pop Secret popcorn, Emerald nuts, and other snacking products. This segment is also involved in the retail business in Latin America. It sells its products through retail food chains, mass discounters and merchandisers, club stores, convenience stores, drug stores, and dollar stores, as well as e-commerce and other retail, commercial, and non-commercial establishments, and independent contractor distributors. The company was founded in 1869 and is headquartered in Camden, New Jersey."
CASY,0.803746,-1,1,0,0,2,1,"Casey's General Stores, Inc., together with its subsidiaries, operates convenience stores under the Casey's and Casey's General Store names. Its stores offer a selection of food, including freshly prepared foods, such as pizza, donuts, and sandwiches; beverages; tobacco and nicotine products; health and beauty aids; automotive products; and other nonfood items. The company's stores also provide motor fuel for sale on a self-service basis; and gasoline and diesel fuel. In addition, its stores offer various products, include soft drinks, energy, water, sports drinks, juices, coffee, and tea and dairy products; beer, wine, and spirits; snacks, candy, packaged bakery, and other food items; ice, ice cream, meals, and appetizers; health and beauty aids, electronic accessories, housewares, and pet supplies; and lotto/lottery and prepaid cards. Further, the company operates two stores that sells tobacco and nicotine products; one liquor store; and one grocery store. As of April 30, 2022, it operated 2,452 convenience stores. Casey's General Stores, Inc. was founded in 1959 and is headquartered in Ankeny, Iowa."
CL,0.504469,-1,1,1,0,0,2,"Colgate-Palmolive Company, together with its subsidiaries, manufactures and sells consumer products worldwide. The company operates through two segments, Oral, Personal and Home Care; and Pet Nutrition. The Oral, Personal and Home Care segment offers toothpaste, toothbrushes, mouthwash, bar and liquid hand soaps, shower gels, shampoos, conditioners, deodorants and antiperspirants, skin health products, dishwashing detergents, fabric conditioners, household cleaners, and other related items. This segment markets and sells its products under various brands, which include Colgate, Darlie, elmex, hello, meridol, Sorriso, Tom's of Maine, Irish Spring, Palmolive, Protex, Sanex, Softsoap, Lady Speed Stick, Speed Stick, EltaMD, Filorga, PCA SKIN, Ajax, Axion, Fabuloso, Murphy, Suavitel, Soupline, and Cuddly to a range of traditional and eCommerce retailers, wholesalers, and distributors. It also includes pharmaceutical products for dentists and other oral health professionals. The Pet Nutrition segment offers pet nutrition products for everyday nutritional needs under the Hill's Science Diet brand; and a range of therapeutic products to manage disease conditions in dogs and cats under the Hill's Prescription Diet brand. This segment markets and sells its products through pet supply retailers, veterinarians, and eCommerce retailers. Colgate-Palmolive Company was founded in 1806 and is headquartered in New York, New York."
COST,0.650063,-1,0,1,0,2,2,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan. It offers branded and private-label products in a range of merchandise categories. The company offers sundries, dry groceries, candies, coolers, freezers, liquor, and tobacco and deli products; appliances, electronics, health and beauty aids, hardware, garden and patio products, sporting goods, tires, toys and seasonal products, office supplies, automotive care products, postages, tickets, apparel, small appliances, furniture, domestics, housewares, special order kiosks, and jewelry; and meat, produce, service deli, and bakery products. It also operates pharmacies, opticals, food courts, hearing-aid centers, and tire installation centers, as well as 636 gas stations; and offers business delivery, travel, same-day grocery, and various other services online in various countries. As of August 29, 2021, the company operated 815 membership warehouses, including 564 in the United States and Puerto Rico, 105 in Canada, 39 in Mexico, 30 in Japan, 29 in the United Kingdom, 16 in South Korea, 14 in Taiwan, 12 in Australia, 3 in Spain, 1 in Iceland, 1 in France, and 1 in China. It also operates e-commerce websites in the United States, Canada, the United Kingdom, Mexico, South Korea, Taiwan, Japan, and Australia. The company was formerly known as Costco Companies, Inc. and changed its name to Costco Wholesale Corporation in August 1999. Costco Wholesale Corporation was founded in 1976 and is based in Issaquah, Washington."
DEO,0.406324,-1,0,1,2,1,2,"Diageo plc, together with its subsidiaries, produces, markets, and sells alcoholic beverages worldwide. The company offers scotch, whisky, gin, vodka, rum, ready to drink products, Irish cream liqueur, raki, liqueur, wine, tequila, Canadian whisky, American whiskey, cachaca, and brandy, as well as beer, including cider and non-alcoholic products. It provides its products under the Johnnie Walker, Crown Royal, Bulleit and Buchanan's whiskies, Smirnoff, Cîroc and Ketel One vodkas, Casamigos, DeLeon and Don Julio tequilas, Captain Morgan, Baileys, Tanqueray, and Guinness brands. The company has operations in North America, Europe, Turkey, Africa, Latin America, the Caribbean, the Asia Pacific, and internationally. The company was incorporated in 1886 and is headquartered in London, the United Kingdom."
540743,-1.0,-1,-1,-1,-1,-1,-1,-1
532424,-1.0,-1,-1,-1,-1,-1,-1,-1
500875,-1.0,-1,-1,-1,-1,-1,-1,-1
ABEV3,-1.0,-1,-1,-1,-1,-1,-1,-1
