,beta,score,forwardPE,currentRatio,profitMargin,debtToEquity,returnOnEquity,longBusinessSummary
PFE,0.679438,6,2,-1,2,2,-1,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. It offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic and women's health under the Premarin family and Eliquis brands; biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Sutent, Inlyta, Retacrit, Lorbrena, and Braftovi brands; and sterile injectable and anti-infective medicines, and oral COVID-19 treatment under the Sulperazon, Medrol, Zavicefta, Zithromax, Vfend, Panzyga, and Paxlovid brands. The company also provides medicines and vaccines in various therapeutic areas, such as pneumococcal disease, meningococcal disease, tick-borne encephalitis, and COVID-19 under the Comirnaty/BNT162b2, Nimenrix, FSME/IMMUN-TicoVac, Trumenba, and the Prevnar family brands; biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, Eucrisa/Staquis, and Cibinqo brands; and amyloidosis, hemophilia, and endocrine diseases under the Vyndaqel/Vyndamax, BeneFIX, and Genotropin brands. In addition, the company is involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, and individual provider offices, as well as disease control and prevention centers. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Myovant Sciences Ltd.; Akcea Therapeutics, Inc; Merck KGaA; Valneva SE; BioNTech SE; and Arvinas, Inc. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York."
BMY,0.442315,6,2,1,1,1,1,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, and markets biopharmaceutical products worldwide. It offers products for hematology, oncology, cardiovascular, immunology, fibrotic, neuroscience, and covid-19 diseases. The company's products include Revlimid, an oral immunomodulatory drug for the treatment of multiple myeloma; Eliquis, an oral inhibitor for reduction in risk of stroke/systemic embolism in NVAF, and for the treatment of DVT/PE; Opdivo for anti-cancer indications; Pomalyst/Imnovid indicated for patients with multiple myeloma; and Orencia for adult patients with active RA and psoriatic arthritis. It also provides Sprycel for the treatment of Philadelphia chromosome-positive chronic myeloid leukemia; Yervoy for the treatment of patients with unresectable or metastatic melanoma; Abraxane, a protein-bound chemotherapy product; Reblozyl for the treatment of anemia in adult patients with beta thalassemia; and Empliciti for the treatment of multiple myeloma. In addition, the company offers Zeposia to treat relapsing forms of multiple sclerosis; Breyanzi, a CD19-directed genetically modified autologous T cell immunotherapy for the treatment of adult patients with relapsed or refractory large B-cell lymphoma; Inrebic, an oral kinase inhibitor indicated for the treatment of adult patients with myelofibrosis; and Onureg for the treatment of adult patients with AML. It sells products to wholesalers, distributors, pharmacies, retailers, hospitals, clinics, and government agencies. The company was formerly known as Bristol-Myers Company. The company was founded in 1887 and is headquartered in New York, New York."
ABT,0.738612,5,2,-1,1,2,-1,"Abbott Laboratories, together with its subsidiaries, discovers, develops, manufactures, and sells health care products worldwide. It operates in four segments: Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices. The Established Pharmaceutical Products segment provides generic pharmaceuticals for the treatment of pancreatic exocrine insufficiency, irritable bowel syndrome or biliary spasm, intrahepatic cholestasis or depressive symptoms, gynecological disorder, hormone replacement therapy, dyslipidemia, hypertension, hypothyroidism, Ménière's disease and vestibular vertigo, pain, fever, inflammation, and migraine, as well as provides anti-infective clarithromycin, influenza vaccine, and products to regulate physiological rhythm of the colon. The Diagnostic Products segment offers laboratory systems in the areas of immunoassay, clinical chemistry, hematology, and transfusion; molecular diagnostics systems that automate the extraction, purification, and preparation of DNA and RNA from patient samples, as well as detect and measure infectious agents; point of care systems; cartridges for testing blood; rapid diagnostics lateral flow testing products; molecular point-of-care testing for HIV, SARS-CoV-2, influenza A and B, RSV, and strep A; cardiometabolic test systems; drug and alcohol test, and remote patient monitoring and consumer self-test systems; and informatics and automation solutions for use in laboratories. The Nutritional Products segment provides pediatric and adult nutritional products. The Medical Devices segment offers rhythm management, electrophysiology, heart failure, vascular, and structural heart devices for the treatment of cardiovascular diseases; and diabetes care products, as well as neuromodulation devices for the management of chronic pain and movement disorders. Abbott Laboratories was founded in 1888 and is based in North Chicago, Illinois."
ABBV,0.748829,4,2,-1,2,0,-1,"AbbVie Inc. discovers, develops, manufactures, and sells pharmaceuticals in the worldwide. The company offers HUMIRA, a therapy administered as an injection for autoimmune and intestinal Behçet's diseases; SKYRIZI to treat moderate to severe plaque psoriasis in adults; RINVOQ, a JAK inhibitor for the treatment of moderate to severe active rheumatoid arthritis in adult patients; IMBRUVICA to treat adult patients with chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL), and VENCLEXTA, a BCL-2 inhibitor used to treat adults with CLL or SLL; and MAVYRET to treat patients with chronic HCV genotype 1-6 infection. It also provides CREON, a pancreatic enzyme therapy for exocrine pancreatic insufficiency; Synthroid used in the treatment of hypothyroidism; Linzess/Constella to treat irritable bowel syndrome with constipation and chronic idiopathic constipation; Lupron for the palliative treatment of advanced prostate cancer, endometriosis and central precocious puberty, and patients with anemia caused by uterine fibroids; and Botox therapeutic. In addition, the company offers ORILISSA, a nonpeptide small molecule gonadotropin-releasing hormone antagonist for women with moderate to severe endometriosis pain; Duopa and Duodopa, a levodopa-carbidopa intestinal gel to treat Parkinson's disease; Lumigan/Ganfort, a bimatoprost ophthalmic solution for the reduction of elevated intraocular pressure (IOP) in patients with open angle glaucoma (OAG) or ocular hypertension; Ubrelvy to treat migraine with or without aura in adults; Alphagan/ Combigan, an alpha-adrenergic receptor agonist for the reduction of IOP in patients with OAG; and Restasis, a calcineurin inhibitor immunosuppressant to increase tear production, as well as other eye care products. AbbVie Inc. has a research collaboration with Dragonfly Therapeutics, Inc. The company was incorporated in 2012 and is headquartered in North Chicago, Illinois."
ENDP,1.119625,3,2,1,0,-1,-1,"Endo International plc, a specialty pharmaceutical company, manufactures and sells generic and branded pharmaceuticals in the United States and internationally. Its Branded Pharmaceuticals segment provides branded prescription products, including XIAFLEX to treat adult patients with Dupuytren's contracture; SUPPRELIN LA to treat central precocious puberty in children; NASCOBAL nasal spray to treat vitamin B12 deficiency; AVEED to treat hypogonadism; QWO, an injectable treatment for moderate to severe cellulite in the buttocks of adult women; PERCOCET to treat moderate-to-moderately-severe pain; TESTOPEL an implantable pellet indicated for TRT in conditions associated with a deficiency or absence of endogenous testosterone; EDEX to treat erectile dysfunction; LIDODERM a topical patch product containing lidocaine for the relief of pain; and products for the pain management and urology. The company's Sterile Injectables segment manufactures VASOSTRICT, a vasopressin injection; ADRENALIN, a non-selective adrenergic agonist; and APLISOL, which is a sterile aqueous solution, as well as generic sterile injectable products, including ertapenem for injections and ephedrine sulfate injections. Its Generic Pharmaceuticals segment offers solid oral extended-release, solid oral immediate-release, liquids, semi-solids, patches, powders, ophthalmic products, and sprays. The company's International Pharmaceuticals segment offers specialty pharmaceutical products in various therapeutic areas comprising attention deficit hyperactivity disorder, pain, women's health, oncology, and transplantation. The company sells its branded pharmaceuticals and generics to specialty physicians, retailers, clinics, government agencies, doctors, retail and specialty pharmacies, and specialty distributors. Endo International plc was founded in 1920 and is headquartered in Dublin, Ireland."
300760,-1.0,-1,-1,-1,-1,-1,-1,-1
600276,-1.0,-1,-1,-1,-1,-1,-1,-1
SN.,-1.0,-1,-1,-1,-1,-1,-1,-1
GNDI3,-1.0,-1,-1,-1,-1,-1,-1,-1
524715,-1.0,-1,-1,-1,-1,-1,-1,-1
TEVA,1.22137,-1,2,1,0,0,0,"Teva Pharmaceutical Industries Limited, a pharmaceutical company, develops, manufactures, markets, and distributes generic medicines, specialty medicines, and biopharmaceutical products in North America, Europe, and internationally. The company offers sterile products, hormones, high-potency drugs, and cytotoxic substances in various dosage forms, including tablets, capsules, injectables, inhalants, liquids, transdermal patches, ointments, and creams. It also develops, manufactures, and sells active pharmaceutical ingredients. In addition, it focuses on the central nervous system, pain, respiratory, and oncology areas. Its products in the central nervous system include Copaxone for the treatment of relapsing forms of multiple sclerosis; AJOVY for the preventive treatment of migraine; and AUSTEDO for the treatment of tardive dyskinesia and chorea associated with Huntington disease. The company's products in the respiratory market comprise ProAir, QVAR, ProAir Digihaler, AirDuo Digihaler, and ArmonAir Digihaler, BRALTUS, CINQAIR/CINQAERO, DuoResp Spiromax, and AirDuo RespiClick/ArmonAir RespiClick for the treatment of asthma and chronic obstructive pulmonary disease. Its products in the oncology market include Bendeka, Treanda, Granix, Trisenox, Lonquex, and Tevagrastim/Ratiograstim. Teva Pharmaceutical Industries Limited has a collaboration MedinCell for the development and commercialization of multiple long-acting injectable products, a risperidone suspension for the treatment of patients with schizophrenia. The company was founded in 1901 and is headquartered in Tel Aviv-Yafo, Israel."
UNH,0.774372,-1,1,0,0,2,2,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, Optum Health, Optum Insight, and Optum Rx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health care coverage and well-being services to individuals age 50 and older addressing their needs for preventive and acute health care services, as well as services dealing with chronic disease and other specialized issues for older individuals; Medicaid plans, children's health insurance and health care programs; health and dental benefits; and hospital and clinical services. The OptumHealth segment provides access to networks of care provider specialists, health management services, care delivery, consumer engagement, and financial services. This segment serves individuals directly through care delivery systems, employers, payers, and government entities. The OptumInsight segment offers software and information products, advisory consulting arrangements, and managed services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The OptumRx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and compounding pharmacy, and purchasing and clinical capabilities, as well as develops programs in the areas of step therapy, formulary management, drug adherence, and disease/drug therapy management. UnitedHealth Group Incorporated was incorporated in 1977 and is based in Minnetonka, Minnesota."
MYGN,1.527458,-1,0,2,0,2,0,"Myriad Genetics, Inc., a genetic testing and precision medicine company, develops and commercializes genetic tests in the United States and internationally. The company offers molecular diagnostic tests for use in oncology, and women's and mental health applications. It provides MyRisk Hereditary Cancer Test, a DNA sequencing test for assessing the risks for hereditary cancers; BRACAnalysis CDx Germline Companion Diagnostic Test, a DNA sequencing test to help determine the therapy for patients with metastatic breast, ovarian, metastatic pancreatic, or metastatic prostate cancer with deleterious or suspected deleterious germline BRCA variants; and MyChoice CDx Companion Diagnostic Test, a tumor test that determines homologous recombination deficiency status in patients with ovarian cancer. The company also offers Prolaris Prostate Cancer Prognostic Test, a RNA expression tumor analysis for assessing the aggressiveness of prostate cancer; EndoPredict Breast Cancer Prognostic Test, a RNA expression test for assessing the aggressiveness of breast cancer; Precise Tumor, a solution for precision oncology; and Prequel Prenatal Screen, a non-invasive prenatal screening test conducted using maternal blood to screen for severe chromosomal disorders in a fetus. In addition, it provides Foresight Carrier Screen, a prenatal test for future parents to assess their risk of passing on a recessive genetic condition to their offspring; and GeneSight Psychotropic Mental Health Medication Test, a DNA genotyping test to aid psychotropic drug selection for patients suffering from depression, anxiety, ADHD, and other mental health conditions. Myriad Genetics, Inc. has a strategic collaboration with Illumina, Inc. and Intermountain Precision Genomics for an offering of germline and somatic tumor testing services. The company was founded in 1991 and is headquartered in Salt Lake City, Utah."
VEEV,0.70498,-1,0,2,2,2,1,"Veeva Systems Inc. provides cloud-based software for the life sciences industry in North America, Europe, the Asia Pacific, the Middle East, Africa, and Latin America. The company offers Veeva Commercial Cloud, a suite of software, data, and analytics solutions, which include Veeva customer relationship management (CRM) and Veeva Medical CRM, Veeva CLM, Veeva CRM MyInsights, Veeva CLM, Veeva CRM Approved Email, Veeva CRM Engage, Veeva Align, Veeva CRM Events Management, Veeva Nitro, Veeva OpenData, Veeva Link, Veeva Network, Veeva Crossix, Veeva Data Cloud, and MyVeeva for Patients; and Veeva Vault, a cloud-based enterprise content and data management applications for managing commercial functions, including sales and marketing, and medical content and communications, as well as research and development functions, such as clinical, regulatory, quality, and safety. It also provides professional and support services in the areas of implementation and deployment planning and project management; requirements analysis, solution design, and configuration; systems environment management and deployment services; services focused on advancing or transforming business and operating processes related to Veeva solutions; technical consulting services related to data migration and systems integrations; training on its solutions; and ongoing managed services that include outsourced systems administration. The company was formerly known as Verticals onDemand, Inc. and changed its name to Veeva Systems Inc. in April 2009. Veeva Systems Inc. was incorporated in 2007 and is headquartered in Pleasanton, California."
VYNT,,-1,0,2,0,2,0,"Vyant Bio, Inc., a biotechnology company, discovers drugs for complex neurodevelopmental and neurodegenerative disorders. The company's central nervous system (CNS) drug discovery platform combines human-derived organoid models of brain disease, scaled biology, and machine learning. It focuses on identifying repurposed and novel small molecule clinical candidates for rare CNS genetic disorders including Rett Syndrome (Rett), CDKL5 deficiency disorders (CDD,) and familial Parkinson's disease (PD). Vyant Bio, Inc. has a collaboration agreement to discover drugs for the treatment of Parkinson's Disease. The company is based in Cherry Hill, New Jersey."
MCK,0.633461,-1,2,0,0,-1,-1,"McKesson Corporation provides healthcare services in the United States and internationally. It operates through four segments: U.S. Pharmaceutical, International, Medical-Surgical Solutions, and Prescription Technology Solutions (RxTS). The U.S. Pharmaceutical segment distributes branded, generic, specialty, biosimilar, and over-the-counter pharmaceutical drugs and other healthcare-related products. This segment also provides practice management, technology, clinical support, and business solutions to community-based oncology and other specialty practices; and consulting, outsourcing, technological, and other services, as well as sells financial, operational, and clinical solutions to pharmacies. The International segment offers distribution and services to wholesale, institutional, and retail customers in 13 European countries and Canada. The Medical-Surgical Solutions segment provides medical-surgical supply distribution, logistics, and other services to healthcare providers. The RxTS segment serves biopharma and life sciences partners and patients to address medication challenges for patients throughout their journeys; connects pharmacies, providers, payers, and biopharma companies to deliver innovative access and adherence solutions; and provides third-party logistics and wholesale distribution support solutions. McKesson Corporation was founded in 1833 and is headquartered in Irving, Texas."
HBIO,1.787143,-1,2,2,0,2,0,"Harvard Bioscience, Inc. develops, manufactures, and sells technologies, products, and services that enables fundamental research, discovery, and pre-clinical testing for drug development in the United States and internationally. The company offers cellular and molecular technology instruments, such as syringe and peristaltic pump products, as well as a range of instruments and accessories for tissue and organ-based lab research, including surgical products, infusion systems, and behavior research systems; and spectrophotometers, microplate readers, amino acid analyzers, gel electrophoresis equipment, and electroporation and electrofusion instruments. It also engages in the development and manufacture of precision scientific measuring instrumentation and equipment, which cover data acquisition systems with custom amplifier configurations for cellular analysis, micro electrode array solutions for in vivo recordings, and vitro-systems for extracellular recordings; and offers preclinical products. The company markets its products through sales organizations, websites, catalogs, and distributors to research scientists in pharmaceutical and biotechnology companies, universities, hospitals, and government laboratories, as well as to contract research organizations, academic labs, and government researchers. It primarily sells its products under Harvard Apparatus, DSI, Ponemah, Buxco, Biochrom, BTX, and MCS brand names. The company was founded in 1901 and is headquartered in Holliston, Massachusetts."
